name,taxon_id,ancestry,family
Enochrus affinis,624440,48460/1/47120/372739/47158/184884/47208/71130/372870/127445/127444/467917/173601/1436659,127444
Enochrus ater,953230,48460/1/47120/372739/47158/184884/47208/71130/372870/127445/127444/467917/173601,127444
Enochrus bicolor,733280,48460/1/47120/372739/47158/184884/47208/71130/372870/127445/127444/467917/173601/508607,127444
Enochrus bicolor,1436658,48460/1/47120/372739/47158/184884/47208/71130/372870/127445/127444/467917/173601/508607,127444
Enochrus coarctatus,547323,48460/1/47120/372739/47158/184884/47208/71130/372870/127445/127444/467917/173601,127444
Enochrus fuscipennis,1149720,48460/1/47120/372739/47158/184884/47208/71130/372870/127445/127444/467917/173601,127444
Enochrus melanocephalus,624424,48460/1/47120/372739/47158/184884/47208/71130/372870/127445/127444/467917/173601,127444
Enochrus nigritus,624441,48460/1/47120/372739/47158/184884/47208/71130/372870/127445/127444/467917/173601,127444
Enochrus ochropterus,740208,48460/1/47120/372739/47158/184884/47208/71130/372870/127445/127444/467917/173601,127444
Enochrus quadripunctatus,605269,48460/1/47120/372739/47158/184884/47208/71130/372870/127445/127444/467917/173601,127444
Enochrus segmentinotatus,1106869,48460/1/47120/372739/47158/184884/47208/71130/372870/127445/127444/467917/173601,127444
Enochrus testaceus,624442,48460/1/47120/372739/47158/184884/47208/71130/372870/127445/127444/467917/173601/508607,127444
Enoicyla pusilla,546225,48460/1/47120/372739/47158/184884/62164/372875/81972/130015/1087283/1087859/545761,130015
Enoicyla reichenbachi,1228410,48460/1/47120/372739/47158/184884/62164/372875/81972/130015/1087283/1087859/545761,130015
Enoicyla reichenbachii,1515964,48460/1/47120/372739/47158/184884/62164/372875/81972/130015/1087283/1087859/545761,130015
Enolmis acanthella,325568,48460/1/47120/372739/47158/184884/47157/55518/124020/325569,124020
Enolmis agenjoi,1323729,48460/1/47120/372739/47158/184884/47157/55518/124020/325569,124020
Enolmis seeboldiella,1324062,48460/1/47120/372739/47158/184884/47157/55518/124020/325569,124020
Enoplium serraticorne,1085102,48460/1/47120/372739/47158/184884/47208/71130/372852/55050/55051/369251/878363,55051
Enoplognatha afrodite,789074,48460/1/47120/245097/47119/47118/120474/342614/319384/47371/1472145/153772,47371
Enoplognatha caricis,219191,48460/1/47120/245097/47119/47118/120474/342614/319384/47371/1472145/153772,47371
Enoplognatha diversa,783818,48460/1/47120/245097/47119/47118/120474/342614/319384/47371/1472145/153772,47371
Enoplognatha gemina,786777,48460/1/47120/245097/47119/47118/120474/342614/319384/47371/1472145/153772,47371
Enoplognatha latimana,219194,48460/1/47120/245097/47119/47118/120474/342614/319384/47371/1472145/153772/1255692,47371
Enoplognatha mandibularis,337349,48460/1/47120/245097/47119/47118/120474/342614/319384/47371/1472145/153772,47371
Enoplognatha mordax,468261,48460/1/47120/245097/47119/47118/120474/342614/319384/47371/1472145/153772,47371
Enoplognatha nigromarginata,783819,48460/1/47120/245097/47119/47118/120474/342614/319384/47371/1472145/153772,47371
Enoplognatha oelandica,784327,48460/1/47120/245097/47119/47118/120474/342614/319384/47371/1472145/153772,47371
Enoplognatha ovata,219195,48460/1/47120/245097/47119/47118/120474/342614/319384/47371/1472145/153772/1255692,47371
Enoplognatha quadripunctata,783820,48460/1/47120/245097/47119/47118/120474/342614/319384/47371/1472145/153772,47371
Enoplognatha testacea,783821,48460/1/47120/245097/47119/47118/120474/342614/319384/47371/1472145/153772,47371
Enoplognatha thoracica,219196,48460/1/47120/245097/47119/47118/120474/342614/319384/47371/1472145/153772,47371
Enoplops bos,467428,48460/1/47120/372739/47158/184884/47744/61267/372868/51776/51777/319231/510322/467430,51777
Enoplops scapha,469995,48460/1/47120/372739/47158/184884/47744/61267/372868/51776/51777/319231/510322/467430,51777
Ensina sonchi,470326,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/48088/62006/47990/59586/960594/470333,47990
Entedon abdera,1083870,48460/1/47120/372739/47158/184884/47201/124417/981280/69750/85012/501917/374076,85012
Entedon cionobius,1083861,48460/1/47120/372739/47158/184884/47201/124417/981280/69750/85012/501917/374076,85012
Entedon diotimus,664236,48460/1/47120/372739/47158/184884/47201/124417/981280/69750/85012/501917/374076,85012
Entedon ergias,1083863,48460/1/47120/372739/47158/184884/47201/124417/981280/69750/85012/501917/374076,85012
Entedon pallicrus,1083852,48460/1/47120/372739/47158/184884/47201/124417/981280/69750/85012/501917/374076,85012
Entedon parvicalcar,1083853,48460/1/47120/372739/47158/184884/47201/124417/981280/69750/85012/501917/374076,85012
Entedon procioni,1083855,48460/1/47120/372739/47158/184884/47201/124417/981280/69750/85012/501917/374076,85012
Entelecara acuminata,219198,48460/1/47120/245097/47119/47118/120474/342614/319384/67599/495875/172502,67599
Entelecara aestiva,786617,48460/1/47120/245097/47119/47118/120474/342614/319384/67599/495875/172502,67599
Entelecara cacuminum,788900,48460/1/47120/245097/47119/47118/120474/342614/319384/67599/495875/172502,67599
Entelecara congenera,784280,48460/1/47120/245097/47119/47118/120474/342614/319384/67599/495875/172502,67599
Entelecara errata,784151,48460/1/47120/245097/47119/47118/120474/342614/319384/67599/495875/172502,67599
Entelecara erythropus,783957,48460/1/47120/245097/47119/47118/120474/342614/319384/67599/495875/172502,67599
Entelecara flavipes,784152,48460/1/47120/245097/47119/47118/120474/342614/319384/67599/495875/172502,67599
Entelecara omissa,784153,48460/1/47120/245097/47119/47118/120474/342614/319384/67599/495875/172502,67599
Entelecara truncatifrons,788902,48460/1/47120/245097/47119/47118/120474/342614/319384/67599/495875/172502,67599
Entelecara turbinata,788903,48460/1/47120/245097/47119/47118/120474/342614/319384/67599/495875/172502,67599
Entephria caeruleata,1324059,48460/1/47120/372739/47158/184884/47157/49531/49530/123032/123059/173602,49530
Entephria caesiata,483294,48460/1/47120/372739/47158/184884/47157/49531/49530/123032/123059/173602,49530
Entephria contestata,1321735,48460/1/47120/372739/47158/184884/47157/49531/49530/123032/123059/173602,49530
Entephria cyanata,780115,48460/1/47120/372739/47158/184884/47157/49531/49530/123032/123059/173602,49530
Entephria flavicinctata,483293,48460/1/47120/372739/47158/184884/47157/49531/49530/123032/123059/173602,49530
Entephria infidaria,630920,48460/1/47120/372739/47158/184884/47157/49531/49530/123032/123059/173602,49530
Entephria nobiliaria,1049357,48460/1/47120/372739/47158/184884/47157/49531/49530/123032/123059/173602,49530
Enterpia laudeti,716358,48460/1/47120/372739/47158/184884/47157/47607/48670/122224/122740/738595,48670
Enteucha acetosae,514534,48460/1/47120/372739/47158/184884/47157/176535/85925/514533,85925
Entomobora crassitarsis,862146,48460/1/47120/372739/47158/184884/47201/124417/326777/1269342/54028/201315/366768/862145,54028
Entomobora plicata,862154,48460/1/47120/372739/47158/184884/47201/124417/326777/1269342/54028/201315/366768/862145,54028
Entomobrya albocincta,450029,48460/1/47120/372739/243773/49470/83224/132309/132310/373422/171448,132310
Entomobrya arborea,991237,48460/1/47120/372739/243773/49470/83224/132309/132310/373422/171448,132310
Entomobrya atrocincta,261802,48460/1/47120/372739/243773/49470/83224/132309/132310/373422/171448,132310
Entomobrya corticalis,555961,48460/1/47120/372739/243773/49470/83224/132309/132310/373422/171448,132310
Entomobrya lanuginosa,1043995,48460/1/47120/372739/243773/49470/83224/132309/132310/373422/171448,132310
Entomobrya marginata,917144,48460/1/47120/372739/243773/49470/83224/132309/132310/373422/171448,132310
Entomobrya multifasciata,261957,48460/1/47120/372739/243773/49470/83224/132309/132310/373422/171448,132310
Entomobrya muscorum,902736,48460/1/47120/372739/243773/49470/83224/132309/132310/373422/171448,132310
Entomobrya nicoleti,873575,48460/1/47120/372739/243773/49470/83224/132309/132310/373422/171448,132310
Entomobrya nigrocincta,478857,48460/1/47120/372739/243773/49470/83224/132309/132310/373422/171448,132310
Entomobrya nivalis,389008,48460/1/47120/372739/243773/49470/83224/132309/132310/373422/171448,132310
Entomobrya quinquelineata,1044932,48460/1/47120/372739/243773/49470/83224/132309/132310/373422/171448,132310
Entomobrya superba,607679,48460/1/47120/372739/243773/49470/83224/132309/132310/373422/171448,132310
Entomobryoides purpurascens,477297,48460/1/47120/372739/243773/49470/83224/132309/132310/373422/249195,132310
Entomognathus brevis,127797,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/51955/337421/416784/574792/250797,51955
Entomognathus dentifer,1082315,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/51955/337421/416784/574792/250797,51955
Entomoscelis adonidis,710172,48460/1/47120/372739/47158/184884/47208/71130/372852/176269/51146/154472/1162199/451166,51146
Entypoma robustum,991244,48460/1/47120/372739/47158/184884/47201/124417/47200/47199/373505/991246,47199
Enytus apostata,664286,48460/1/47120/372739/47158/184884/47201/124417/47200/47199/338596/638708/519713,47199
Enytus parvicanda,1397263,48460/1/47120/372739/47158/184884/47201/124417/47200/47199/338596/638708/519713,47199
Eohardya fraudulentus,1088625,48460/1/47120/372739/47158/184884/47744/125816/372849/49025/53237/133495/147368/914461,53237
Eoleptestheria ticinensis,1138283,48460/1/47120/85493/60395/1134694/68305/774759/153159/153340,153159
Eomesauletes politus,1081460,48460/1/47120/372739/47158/184884/47208/71130/372852/60473/60474/782341/573566/1081459,60474
Eoperla ochracea,1428185,48460/1/47120/372739/47158/184884/47504/372838/570128/123941/154347/570310/570312/1010671,154347
Eopsis beaumonti,1015996,48460/1/47120/372739/47158/184884/47201/84643/49452/60628/340764/1015995,60628
Eosentomon delicatum,917168,48460/1/47120/372739/243773/83242/1397965/245392/249092,245392
Eosentomon mixtum,917169,48460/1/47120/372739/243773/83242/1397965/245392/249092,245392
Eotetranychus carpini,263131,48460/1/47120/245097/47119/52788/129763/83740/55597/635847/208541/128552/249789,128552
Eotetranychus tiliarium,1024487,48460/1/47120/245097/47119/52788/129763/83740/55597/635847/208541/128552/249789,128552
Eotetranychus uncatus,263149,48460/1/47120/245097/47119/52788/129763/83740/55597/635847/208541/128552/249789,128552
Eoxenos laboulbenei,1158941,48460/1/47120/372739/47158/184884/83202/922178/773494/1013224,773494
Epacromius tergestinus,475582,48460/1/47120/372739/47158/184884/47651/67688/700600/47650/47649/129164/523480/475480,47649
Epactophanes richardi,480713,48460/1/47120/85493/473790/1091452/121643/774777/774779/85521/85656/480714,85656
Epagoge grotiana,460518,48460/1/47120/372739/47158/184884/47157/47156/47155/124615/199542/460529,47155
Epalxotyphlus lavagnei,1012166,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/765352/1012165,47951
Epatolmis luctifera,567403,48460/1/47120/372739/47158/184884/47157/47607/121850/47606/82089/123834/567536,121850
Epeoloides coecutiens,173596,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/467036/173595,47221
Epeolus alpinus,433637,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/335715/340736/154666,47221
Epeolus compar,433638,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/335715/340736/154666,47221
Epeolus cruciger,154663,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/335715/340736/154666,47221
Epeolus fallax,433639,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/335715/340736/154666,47221
Epeolus intermedius,433642,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/335715/340736/154666,47221
Epeolus productulus,433643,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/335715/340736/154666,47221
Epeolus tarsalis,1228979,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/335715/340736/154666,47221
Epeolus variegatus,469064,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/335715/340736/154666,47221
Epeorus alpicola,1146021,48460/1/47120/372739/47158/184884/48011/154639/48006/173578,48006
Epeorus assimilis,779363,48460/1/47120/372739/47158/184884/48011/154639/48006/173578,48006
Epeorus torrentium,1086701,48460/1/47120/372739/47158/184884/48011/154639/48006/173578,48006
Epermenia chaerophyllella,347430,48460/1/47120/372739/47158/184884/47157/173636/173638/173590,173638
Epermenia devotella,1321782,48460/1/47120/372739/47158/184884/47157/173636/173638/173590,173638
Epermenia falciformis,524657,48460/1/47120/372739/47158/184884/47157/173636/173638/173590,173638
Epermenia farreni,524655,48460/1/47120/372739/47158/184884/47157/173636/173638/173590,173638
Epermenia illigerella,324095,48460/1/47120/372739/47158/184884/47157/173636/173638/173590,173638
Epermenia iniquella,1147999,48460/1/47120/372739/47158/184884/47157/173636/173638/173590,173638
Epermenia insecurella,524668,48460/1/47120/372739/47158/184884/47157/173636/173638/173590,173638
Epermenia ochreomaculella,1147998,48460/1/47120/372739/47158/184884/47157/173636/173638/173590,173638
Epermenia petrusellus,1322081,48460/1/47120/372739/47158/184884/47157/173636/173638/173590,173638
Epermenia pontificella,854002,48460/1/47120/372739/47158/184884/47157/173636/173638/173590,173638
Epermenia profugella,524656,48460/1/47120/372739/47158/184884/47157/173636/173638/173590,173638
Epermenia scurella,875361,48460/1/47120/372739/47158/184884/47157/173636/173638/173590,173638
Epermenia strictella,1336350,48460/1/47120/372739/47158/184884/47157/173636/173638/173590,173638
Ephedraphis ephedrae,1089132,48460/1/47120/372739/47158/184884/47744/334037/901813/52380/52381/194066/373639/517607/1018308,52381
Ephedrus lacertosus,264668,48460/1/47120/372739/47158/184884/47201/124417/47200/63187/354557/468075/250298,63187
Ephedrus niger,1453173,48460/1/47120/372739/47158/184884/47201/124417/47200/63187/354557/468075/250298,63187
Ephedrus persicae,664369,48460/1/47120/372739/47158/184884/47201/124417/47200/63187/354557/468075/250298,63187
Ephedrus plagiator,389034,48460/1/47120/372739/47158/184884/47201/124417/47200/63187/354557/468075/250298,63187
Ephelis pudicalis,1452569,48460/1/47120/372739/47158/184884/47157/49682/52002/122942/243697/548952,52002
Ephemera danica,452500,48460/1/47120/372739/47158/184884/48011/48012/48008/173672,48008
Ephemera glaucops,465670,48460/1/47120/372739/47158/184884/48011/48012/48008/173672,48008
Ephemera lineata,774007,48460/1/47120/372739/47158/184884/48011/48012/48008/173672,48008
Ephemera vulgata,501242,48460/1/47120/372739/47158/184884/48011/48012/48008/173672,48008
Ephemerella mucronata,219278,48460/1/47120/372739/47158/184884/48011/48013/48010/123602,48010
Ephemerella notata,482031,48460/1/47120/372739/47158/184884/48011/48013/48010/123602,48010
Ephemeroporus phintonicus,1515614,48460/1/47120/85493/60395/1134694/68305/774762/85693/335136,85693
Ephestia disparella,546916,48460/1/47120/372739/47158/184884/47157/49682/49683/122925/122926/173565,49683
Ephestia mistralella,991252,48460/1/47120/372739/47158/184884/47157/49682/49683/122925/122926/173565,49683
Ephestia parasitella,344955,48460/1/47120/372739/47158/184884/47157/49682/49683/122925/122926/173565,49683
Ephestia welseriella,466734,48460/1/47120/372739/47158/184884/47157/49682/49683/122925/122926/173565,49683
Ephestia woodiella,479793,48460/1/47120/372739/47158/184884/47157/49682/49683/122925/122926/173565,49683
Ephialtes duplicauda,1261834,48460/1/47120/372739/47158/184884/47201/124417/47200/47199/363128/363129/250299,47199
Ephialtes manifestator,781029,48460/1/47120/372739/47158/184884/47201/124417/47200/47199/363128/363129/250299,47199
Ephippiger diurnus,424371,48460/1/47120/372739/47158/184884/47651/132694/488701/48125/48124/346104/523123/203148,48124
